DATE,TIME PERIOD,(LFSI.M.AT.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.BE.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.BG.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.CY.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.CZ.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.DE.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.DK.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.EE.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.ES.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.FI.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.FR.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.GB.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.GR.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.HR.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.HU.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.IE.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.IT.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.LT.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.LU.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.LV.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.MT.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.NL.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.PL.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.PT.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.RO.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.SE.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.SI.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.SK.N.UNEHRT.TOTAL0.15_74.T),(LFSI.M.U2.N.UNEHRT.TOTAL0.15_74.T)
2016-01-31,2016Jan,7.324383,8.574053,9.442166,13.952365,4.571077,4.124897,6.328654,6.764089,20.976896,9.437994,10.846031,5.044773,25.841728,16.474479,6.024220,8.869721,12.051926,8.701446,6.763871,10.304708,5.389762,7.762933,7.276077,12.696541,8.060811,7.630644,9.086375,10.618305,10.758434
2016-02-29,2016Feb,7.587066,8.292746,9.613663,14.420308,4.428343,4.409806,6.482908,6.685188,21.110650,9.686970,10.786628,5.068170,25.009497,16.141927,6.008550,8.750333,12.342994,8.309866,6.665711,10.340244,5.320649,7.825806,7.182588,12.861337,7.841814,7.748423,8.906983,10.408547,10.859252
2016-03-31,2016mar,6.855789,8.144219,9.708521,13.847178,4.075402,4.298734,6.294712,6.970794,20.924605,10.147174,10.313313,4.897305,25.044463,15.376547,5.787786,8.710457,12.133677,8.073683,6.453894,10.125955,5.091163,7.683943,6.884977,12.535935,7.890429,7.906341,8.584034,10.091671,10.652482
2016-04-30,2016Apr,6.240817,8.115680,9.491459,12.283882,3.972712,3.975653,6.039682,6.644041,20.574022,9.741052,9.894843,4.698386,23.820977,13.722486,5.399352,8.940479,11.865188,7.919070,6.268134,9.703676,5.084706,7.543749,6.514721,11.947616,7.375823,7.377710,8.070625,9.790785,10.304686
2016-05-31,2016May,6.538767,7.882632,9.056780,11.664364,3.725760,3.974492,5.934062,6.452927,20.031102,10.761278,9.685956,4.783433,23.535042,12.517124,4.849329,9.109124,11.523470,8.074013,5.994395,9.418731,4.855112,7.216358,6.282285,11.282567,7.222100,7.691020,7.781702,9.563936,10.099803
2016-06-30,2016Jun,6.307112,7.785435,8.651250,12.414175,4.113907,3.982960,5.414821,6.827115,19.415635,9.350471,9.339001,4.911916,22.765699,11.907578,4.573555,9.207386,11.462648,8.147764,5.876084,9.427766,4.715212,6.876413,6.088769,10.935614,7.093043,7.706014,7.511812,9.514753,9.848433
2016-07-31,2016Jul,6.224820,8.092777,8.266925,13.208460,4.287970,4.008871,6.686941,6.883088,18.983743,8.078379,9.257593,5.031874,22.824127,11.711876,4.649278,9.082008,10.767860,7.836427,6.147692,9.612532,4.538922,6.742479,6.094207,10.770046,7.022798,6.422337,7.370198,9.515433,9.634001
2016-08-31,2016Aug,6.456132,7.998594,7.958077,13.200065,3.730602,3.879378,6.149779,7.508943,18.903551,7.557953,9.866846,4.920883,23.540375,11.569586,4.495058,8.817025,10.164512,7.478720,6.122796,9.563827,4.328023,6.401997,6.080262,10.978624,6.857809,6.705013,7.322421,9.465353,9.594837
2016-09-30,2016Sep,6.143570,7.601078,7.717647,12.452426,3.916639,3.534448,5.528050,7.044830,18.871310,7.592581,9.753778,4.913073,22.345668,11.671221,4.431020,7.688385,11.794556,7.293522,6.266268,9.435998,4.217112,6.724910,5.991432,11.119760,7.129408,6.151287,7.309415,9.540058,9.674625
2016-10-31,2016Oct,5.925088,7.255175,7.699052,11.700601,3.710499,3.729864,6.152793,7.140736,18.777076,8.204555,10.257452,4.718876,23.090105,12.836107,4.290756,7.285136,11.997320,7.090368,6.308819,9.214383,4.423919,6.670881,5.757636,10.981271,6.455223,6.539440,7.885832,9.286926,9.838914
2016-11-30,2016Nov,6.048149,7.129514,7.620204,13.522212,3.476340,3.658355,5.587012,6.650011,18.755209,8.383742,10.424074,4.514578,24.512993,13.230284,4.139005,7.082468,12.667805,7.420467,6.285171,9.188980,4.274697,6.510235,5.608941,10.869294,6.585166,6.335322,8.004934,9.056378,9.982318
2016-12-31,2016Dec,5.925382,7.282722,7.656343,13.441833,3.562013,3.305223,5.256043,6.398846,18.382030,7.952361,10.251516,4.463889,24.372588,13.463702,4.108209,7.278355,12.061318,8.460621,6.727905,9.367129,4.162549,6.136471,5.525193,10.624611,6.772533,6.556117,8.247451,8.954905,9.669211
2017-01-31,2017Jan,6.707218,7.741289,7.875488,13.826173,3.582697,3.808225,6.646640,6.173643,18.800888,9.263570,10.284563,4.579689,24.350150,14.162499,4.310225,7.142612,12.418992,8.147215,6.350285,9.461692,4.159277,6.686706,5.600439,10.621423,6.415354,7.470056,8.333600,8.837681,10.011838
2017-02-28,2017Feb,7.244042,7.843727,7.917831,13.855270,3.504614,4.066515,6.741113,5.696695,18.857689,9.583281,10.007092,4.575957,24.371977,13.942990,4.456456,7.098131,11.966821,8.189473,6.113237,9.409153,4.126762,6.618267,5.490978,10.467039,6.634236,7.499660,7.868513,8.652699,9.970296
2017-03-31,2017mar,6.838750,7.642020,7.816045,13.068325,3.270494,3.762205,6.155756,5.789822,18.614409,9.637630,9.666522,4.439675,23.078346,13.192111,4.560012,6.937655,12.178796,7.928337,5.782348,9.252329,4.048516,6.444884,5.318658,10.222927,6.627913,6.925971,7.174962,8.427876,9.764567
2017-04-30,2017Apr,5.805695,7.283083,7.627147,11.218659,3.303894,3.919458,5.948581,6.141697,17.878222,10.254600,9.293994,4.220624,21.986242,11.577588,4.533763,6.788026,11.169670,7.308206,5.562431,8.990147,4.014898,6.266101,5.181329,9.776395,6.001325,7.345118,6.657593,8.267664,9.367399
2017-05-31,2017May,5.823628,6.955011,7.270213,10.342002,2.791380,3.423400,5.593642,6.644152,17.218705,10.881718,9.171341,4.294816,22.125362,10.338078,4.164144,6.831510,11.172696,6.773273,5.291662,8.830587,3.947848,6.076324,5.067901,9.184664,6.266161,7.335948,6.375706,8.075933,9.083772
2017-06-30,2017Jun,5.169520,6.848782,7.059443,10.407235,2.806481,3.416047,5.336228,6.227051,16.589571,8.974318,8.924539,4.367573,20.410126,9.693970,4.047763,7.025212,10.690617,6.952280,5.189623,8.744244,3.805571,5.727650,4.869775,8.911669,6.018991,7.435522,6.277884,7.831615,8.722471
2017-07-31,2017Jul,5.659831,7.375968,7.024219,10.563964,2.871863,3.444729,5.904855,5.730630,16.319223,7.554732,9.113074,4.420787,20.322980,9.511005,3.985553,7.244190,10.745253,6.662978,5.433495,8.700559,3.885059,5.582590,4.792124,8.713469,5.969104,6.640445,6.446508,7.869281,8.722450
2017-08-31,2017Aug,5.518620,7.360579,6.903860,10.192453,2.785188,3.550526,6.368001,5.125622,16.369283,7.494247,9.607186,4.387712,20.678698,9.568100,3.890297,7.085541,10.224746,6.521209,5.291858,8.545043,3.981146,5.327258,4.775701,8.754575,5.940258,6.103963,6.397777,7.884071,8.732002
2017-09-30,2017Sep,5.569012,7.000772,6.623268,9.219303,2.674021,3.364895,5.794348,5.403208,16.473951,8.285811,9.172912,4.372626,19.988259,9.475740,3.838136,6.460412,10.911959,6.624563,5.373813,8.309593,4.153768,5.715610,4.773100,8.693130,5.869226,6.292400,6.037824,8.017935,8.722109
2017-10-31,2017Oct,5.298239,6.666777,6.581627,8.533460,2.565998,3.483514,5.216606,5.289171,16.618073,7.570428,9.265920,4.235375,20.718646,10.281158,3.683225,6.209490,11.347488,6.193386,5.408726,8.144450,4.049573,5.521505,4.619621,8.687338,5.721024,6.394075,5.865785,7.896145,8.839666
2017-11-30,2017Nov,5.801711,6.312490,6.619378,10.693185,2.346949,3.174220,5.327931,5.536553,16.616581,6.978970,9.245461,4.168700,22.312991,10.587119,3.627314,6.028820,11.472288,6.468831,5.455346,8.084201,3.986950,5.373325,4.537490,8.333218,5.900598,5.856486,5.617628,7.709150,8.789775
2017-12-31,2017Dec,5.659858,6.185213,6.655924,11.233481,2.264030,3.261351,4.934275,6.100135,16.424495,8.468415,9.260724,4.105037,21.723233,10.470712,3.548631,6.105912,10.813991,7.576603,5.961066,8.130442,3.947319,5.151848,4.443185,8.301219,5.834391,6.184805,5.781159,7.534258,8.671800
2018-01-31,2018Jan,6.370053,6.182448,6.788579,11.537815,2.590948,3.382829,5.779523,6.795835,16.847336,9.002398,9.760592,4.167436,21.497403,10.957675,3.768349,5.752394,11.874965,7.130530,5.686957,8.224897,3.738700,5.536252,4.438868,8.297838,5.763293,7.205932,6.122694,7.324255,9.062509
2018-02-28,2018Feb,6.098060,6.136511,6.719532,11.073887,2.557373,3.575090,4.996498,6.741985,16.871905,8.777470,9.672837,4.225048,22.788200,10.642376,3.955904,5.712136,11.314770,7.141718,5.732922,8.192769,3.806969,5.405365,4.234226,8.110678,5.691994,6.403257,6.021755,7.032100,9.014308
2018-03-31,2018mar,5.845788,6.146570,6.687026,9.758208,2.093656,3.325783,5.837766,6.012652,16.543518,8.949106,9.335925,4.101932,21.114755,9.931857,3.803303,5.635845,11.506986,7.369001,5.573318,8.126146,3.884589,5.257885,3.977961,7.837091,5.674716,6.647398,5.666436,6.785249,8.807242
2018-04-30,2018Apr,5.195332,6.287145,6.656726,7.653875,2.225029,3.343611,5.150128,5.190710,15.873942,8.542558,8.916367,3.878809,20.238912,8.657419,3.567061,5.899176,11.320842,6.200194,5.516806,7.903741,3.791545,5.132976,3.715633,7.332465,5.418088,6.911807,5.351303,6.669163,8.537696
2018-05-31,2018May,4.424747,6.103662,6.494357,7.012521,2.152770,3.229670,4.801584,5.085770,15.286370,9.261361,8.724715,3.841346,19.521451,7.682142,3.329441,6.133045,10.353931,5.614546,5.388518,7.634680,3.698583,4.915361,3.605348,6.975745,5.208548,6.579139,5.165507,6.585425,8.165744
2018-06-30,2018Jun,4.789050,5.889100,6.215333,7.478868,2.197929,3.283462,4.898602,5.054649,14.718554,7.021311,8.438646,3.979256,18.297050,7.445121,3.269931,6.222037,10.419163,5.989905,5.310776,7.418998,3.633792,4.748376,3.602041,6.615042,5.100776,7.331189,5.041014,6.529216,7.967013
2018-07-31,2018Jul,5.111558,6.117907,6.165957,8.331599,2.279154,3.151392,5.073076,5.235903,14.510424,6.528145,8.567129,4.139398,18.628582,7.289587,3.622921,6.289307,9.623047,5.605500,5.551147,7.151220,3.676346,4.600938,3.793315,6.598541,4.998145,6.231799,5.178018,6.403051,7.785807
2018-08-31,2018Aug,4.992988,5.906274,5.999593,8.126846,2.500909,3.204859,5.370217,5.222600,14.579323,6.654054,9.099565,4.198312,19.009307,7.162471,3.510798,6.130916,8.518233,5.511278,5.545135,6.934544,3.508899,4.538800,3.901337,6.946679,5.018024,6.149849,5.080001,6.271691,7.730427
2018-09-30,2018Sep,5.041825,5.687532,5.764777,7.213153,2.252610,3.096710,4.509477,5.480609,14.594290,6.419594,8.821908,4.188103,17.850405,7.053651,3.511036,5.536857,9.938649,5.663625,5.436796,6.777647,3.600403,4.802456,3.946150,6.719719,4.743997,5.949145,4.699663,6.325257,7.831755
2018-10-31,2018Oct,5.126181,5.721446,5.674970,6.246812,1.998830,3.038584,4.873819,5.073021,14.629535,6.473896,8.973939,3.965172,18.760240,7.840569,3.343264,5.477052,11.163334,5.509186,5.438882,6.812355,3.548625,4.738337,3.835208,6.836067,5.121271,5.840661,4.454240,6.177719,8.069305
2018-11-30,2018Nov,4.533876,5.674700,5.588581,8.241622,1.853768,3.026397,4.953285,4.451628,14.488119,6.191959,8.995513,3.804432,20.163488,8.046869,3.341328,5.330549,10.961409,5.792130,5.339893,6.839809,3.585547,4.527034,3.833859,6.885327,5.185172,5.964650,4.245014,6.059319,8.018290
2018-12-31,2018Dec,5.124639,5.702640,5.677532,8.308066,2.279302,2.896772,5.387851,4.281534,14.253308,5.375117,8.998811,3.698580,19.001102,8.076630,3.285773,5.338337,10.224247,6.681792,5.550849,6.940139,3.532567,4.406335,3.884014,6.981302,5.109215,6.157575,4.428334,5.883005,7.811013
2019-01-31,2019Jan,5.537202,5.749586,6.077828,8.941612,2.155448,3.214840,5.415620,4.388532,14.657100,6.929486,9.268799,3.819264,20.520263,8.435702,3.427793,4.793929,11.296347,6.511479,5.507185,6.988959,3.649492,4.920687,4.123067,7.007447,5.221691,6.674823,4.975835,5.919400,8.271190
2019-02-28,2019Feb,5.951194,5.631316,6.066127,9.006691,1.831669,2.993884,5.478495,4.674445,14.769668,7.333999,9.049015,3.758815,20.749773,8.257273,3.548994,4.699517,11.335897,6.475505,5.680327,6.931011,3.803448,4.683224,4.038772,6.985444,5.078840,7.431433,4.933851,5.764692,8.206861
2019-03-31,2019mar,5.680228,5.535688,5.813826,8.458151,2.108438,3.286331,5.476734,4.687748,14.681641,7.024613,8.684139,3.662443,18.827779,7.662611,3.451986,4.816149,10.492873,6.558237,5.725050,6.769687,3.728594,4.638552,3.788057,6.813375,4.931450,7.835809,4.583387,5.623220,7.986977
2019-04-30,2019Apr,4.964695,5.480358,5.495224,6.840957,2.012798,3.003522,5.333468,4.991313,14.318650,8.095424,8.216598,3.572971,18.682843,6.799253,3.414571,5.145528,10.319909,6.040206,5.577600,6.498555,3.634318,4.461212,3.419882,6.745817,4.950587,6.938533,4.224367,5.579957,7.743428
2019-05-31,2019May,4.667057,5.288075,5.152260,6.081747,1.968768,2.854523,4.625139,5.126317,14.007867,8.977845,8.049924,3.761797,17.360688,6.025334,3.251480,5.470436,9.636686,6.004778,5.388290,6.316140,3.552675,4.325103,3.213068,6.470157,4.747521,7.280285,4.112984,5.608198,7.468286
2019-06-30,2019Jun,4.302727,5.176206,4.870768,6.625833,1.727128,2.882391,4.127806,4.682282,13.775269,6.371800,7.887317,3.814155,16.311499,5.790744,3.177047,5.634452,9.220042,6.432400,5.381284,6.261378,3.471468,4.294505,3.099015,6.296161,4.593476,7.272540,4.260257,5.730409,7.248353
2019-07-31,2019Jul,4.612951,5.426188,4.769980,7.364477,2.180655,2.934370,4.577163,4.179899,13.837875,5.914128,8.052812,3.959428,17.131496,5.826438,3.210277,5.631371,9.399801,5.936214,5.655758,6.228270,3.682502,4.173926,3.148651,6.202642,4.881924,6.972420,4.813194,5.843497,7.346803
2019-08-31,2019Aug,4.732731,5.366577,4.641989,7.055608,2.099672,3.034365,5.364791,3.965331,14.014852,6.144667,8.561288,3.950628,16.907211,5.822344,3.191069,5.373297,8.224340,6.150397,5.581924,6.074876,3.683482,4.200629,3.161553,6.335140,4.573433,6.972250,4.915228,5.801354,7.302002
2019-09-30,2019Sep,4.294384,5.251384,4.606198,5.840280,2.094795,2.885342,4.970949,4.268403,13.944250,5.978751,8.206315,3.893681,16.347253,5.736628,3.214382,4.744832,9.785865,6.136243,5.350054,5.798057,3.752061,4.537523,3.105036,6.629703,4.975015,6.137948,4.574807,5.898054,7.413371
2019-10-31,2019Oct,4.656962,5.223739,4.890421,5.077949,2.127566,2.839234,4.898324,4.071414,13.942778,6.158777,8.389641,3.704328,16.736479,6.265743,3.110892,4.459985,9.912420,5.856263,5.499847,5.586488,3.627142,4.541909,2.921315,6.668319,4.683573,6.163265,4.162593,5.659236,7.456083
2019-11-30,2019Nov,4.004719,5.140511,5.102606,6.982107,2.028155,2.904444,5.190905,4.141484,13.796920,6.037315,8.428455,3.536608,17.778613,6.528882,3.086967,4.403300,9.935279,6.366816,5.602506,5.776679,3.554543,4.476329,2.872689,6.891926,4.923611,7.000954,3.836631,5.575532,7.482427
2019-12-31,2019Dec,4.610716,5.215222,5.260924,6.975463,1.900860,2.941952,4.807720,4.537374,13.640703,5.959647,8.402338,3.634636,17.399873,6.607877,2.944225,4.639206,9.803234,6.924430,6.036128,6.523468,3.397476,3.987845,2.927081,7.078051,5.102990,6.154807,3.945119,5.642304,7.428005
2020-01-31,2020Jan,4.758315,5.247159,5.523490,7.555983,2.124497,3.143064,4.926108,4.999912,14.172790,7.087264,8.697302,3.906820,17.343341,7.036564,3.252367,4.585183,10.495000,6.836667,6.025128,7.313667,3.453281,4.330525,3.203750,7.166965,4.634768,7.724313,4.503283,5.954575,7.806266
2020-02-29,2020Feb,5.457460,5.095873,5.394902,7.324049,1.925976,3.512133,5.573397,5.079710,14.126502,6.931258,8.092493,3.928471,17.313791,6.859992,3.368278,4.647183,10.021480,7.026464,6.055760,7.604457,3.296737,4.230528,3.197570,6.865180,5.285742,8.334086,4.566656,5.965595,7.688304
2020-03-31,2020mar,5.414021,4.944663,5.691853,7.083413,1.878543,3.653673,5.049288,5.401800,14.965283,7.311334,7.486271,3.829334,17.293743,7.101433,3.499387,4.827554,7.585172,7.609552,6.659276,7.914405,3.736586,4.281161,3.083594,6.503153,5.799163,7.333243,4.584481,5.825981,7.344793
2020-04-30,2020Apr,6.080154,4.818910,7.187212,6.776294,2.139537,3.643566,4.289228,6.290439,15.322441,8.043789,7.181030,3.667753,18.291779,7.758095,4.310954,4.748248,6.444840,8.144798,7.359843,8.490718,4.381704,4.645327,3.105758,6.415130,6.287533,8.523306,5.137571,6.418810,7.246219
2020-05-31,2020May,6.785602,4.762028,6.998259,6.621784,2.403492,3.565001,5.098587,7.230457,15.177491,10.949607,6.477022,3.757051,20.017294,7.702530,4.764368,5.263779,7.984913,8.592158,7.374961,8.573711,4.638125,4.607842,3.171191,5.731108,6.515164,9.215637,5.188740,6.562279,7.396070
2020-06-30,2020Jun,7.411014,5.137504,6.316318,7.057793,2.566476,3.797734,6.217330,7.999544,15.509462,7.712901,6.771786,4.073394,19.556401,7.454396,4.907899,6.166017,9.395924,8.982725,7.210450,8.613921,4.788287,5.256427,3.234842,7.041132,6.598286,10.043217,5.140446,6.721744,7.849821
2020-07-31,2020Jul,6.304087,6.239932,5.879616,8.057670,2.985938,3.988774,6.425864,7.555079,15.924046,7.482580,8.333487,4.589649,16.143581,7.551016,4.472292,7.476403,10.649374,8.723554,7.072664,8.616319,4.968863,5.253819,3.355541,7.631589,6.527340,9.062745,5.227243,7.162613,8.418030
2020-08-31,2020Aug,5.977818,6.703856,5.714724,8.715551,2.849970,3.908390,6.878555,7.616091,16.435482,7.849316,9.401711,4.915712,16.628765,7.650395,4.309078,7.727403,9.621162,9.292336,6.566252,8.395102,4.963926,5.196984,3.356970,8.004842,6.273241,8.977804,5.253845,7.239555,8.579740
2020-09-30,2020Sep,6.002788,6.425298,5.825577,8.012957,2.754204,3.765509,5.836133,7.832233,16.432084,7.466329,9.094272,5.107096,16.309344,7.724557,4.285711,7.061889,10.398530,9.931920,6.387702,8.056071,4.814973,5.408156,3.275799,7.993978,6.105772,8.439078,4.926157,7.143851,8.578556
2020-10-31,2020Oct,5.700222,5.781195,6.150806,7.850515,3.088307,3.485448,5.779433,7.944317,16.301646,7.414154,8.488004,,16.958391,8.449607,4.148439,5.978135,10.511692,8.844977,6.264594,7.833180,4.634836,5.349643,3.066386,7.688083,6.069270,8.019721,4.949792,6.962025,8.332620
2020-11-30,2020Nov,5.671821,5.648472,6.207459,8.071618,2.847897,3.549282,5.886503,7.609481,16.105108,6.992936,8.245014,,18.145426,8.738278,4.148439,5.720329,8.985630,8.871324,6.282418,7.839607,4.402671,4.953215,3.075913,7.347454,6.255963,7.841455,5.023882,6.897236,8.015709
2020-12-31,2020Dec,6.641415,5.943849,6.325007,8.291622,3.104066,3.523857,5.597789,7.129625,16.008267,7.608898,8.071633,,17.498877,9.021473,4.219914,5.987824,9.580666,9.493006,6.771546,7.919531,4.233561,4.684445,3.325139,7.118261,6.529419,8.543770,5.361491,6.961997,8.066954
2021-01-31,2021Jan,8.406222,6.603364,6.439743,8.472167,3.377786,4.146514,6.343998,7.420385,16.085238,8.827004,8.454814,,16.777354,9.442943,4.444321,6.601418,10.946820,8.022106,6.717703,7.994132,4.037397,4.874316,3.879820,7.265289,6.031731,9.350615,5.960583,7.081696,8.614031
2021-02-28,2021Feb,8.175452,6.834191,6.336866,8.766080,3.306219,4.239760,6.414391,7.053943,16.109214,8.284761,8.422057,,16.880094,9.399798,4.429715,7.230727,10.709632,7.454223,6.555587,8.080292,3.909747,4.923760,4.126713,7.180047,6.202080,9.685809,5.777793,7.080459,8.594270
2021-03-31,2021mar,7.257534,6.715566,6.183520,8.672198,3.412539,4.007232,6.455449,6.675488,15.787262,8.218151,8.117159,,17.563732,8.993720,4.339452,7.568197,10.365089,6.931896,6.206764,8.080736,3.654930,4.726476,4.051199,6.826536,6.082645,10.156835,5.236152,7.052814,8.344838
2021-04-30,2021Apr,7.332452,6.357390,6.049442,8.009026,3.258247,3.917146,4.957266,6.527513,15.571836,9.577836,7.895943,,17.374875,8.340644,4.201197,7.677717,10.139341,7.157560,5.828124,7.954726,3.399370,4.531434,3.767558,6.983571,5.370262,9.441130,4.630866,6.988806,8.231127
2021-05-31,2021May,6.455917,6.028580,5.701313,8.575686,3.025536,3.708486,4.848519,6.862949,15.231999,10.253123,7.593631,,15.634598,7.743939,4.068806,7.359655,9.621609,7.567287,5.381641,7.833510,3.395916,4.297879,3.528295,6.740048,5.079812,9.806199,4.272639,6.926427,7.904951
2021-06-30,2021Jun,5.833475,5.980407,5.178957,8.748259,2.670661,3.561203,4.429021,6.685619,15.023721,7.599873,7.375433,,14.380835,6.993317,4.021905,6.898519,9.161085,7.523622,5.023648,7.769628,3.416301,4.168497,3.294143,6.402013,4.752688,10.500515,4.158161,6.893581,7.595151
2021-07-31,2021Jul,5.641272,6.527599,4.811475,7.451054,2.691370,3.385321,4.193280,6.301788,14.834059,7.110062,7.694422,,13.487076,6.828313,3.987162,6.369109,8.849495,7.164643,5.070279,7.564756,3.345992,3.843977,3.147601,6.198009,5.285883,7.974859,4.451741,6.834952,7.464951
2021-08-31,2021Aug,5.649546,6.663451,4.569003,7.068842,2.881215,3.352265,5.631245,5.726277,14.671593,6.461644,8.272282,,13.263477,6.723537,3.924461,5.787920,8.671583,6.623379,4.851695,7.157874,3.355500,3.986723,3.045959,6.168200,5.368940,8.600657,4.602849,6.732658,7.483884
2021-09-30,2021Sep,4.550824,6.320841,4.381274,5.480485,2.536460,3.340774,4.786103,5.469238,14.244019,7.032920,7.815456,,12.297429,6.422820,3.804678,5.014525,8.964929,6.280494,4.760693,6.841522,3.287497,4.155236,2.961119,6.351949,5.275255,8.351435,4.532256,6.712927,7.312040
2021-10-31,2021Oct,5.513390,5.990796,4.431392,5.331071,2.432896,3.122121,4.755069,4.999091,13.717183,5.985281,7.684668,,13.010315,6.665422,3.759646,4.897609,9.655381,6.752128,4.757604,6.865457,3.109912,4.037084,2.867803,6.468941,5.739109,7.697728,4.653997,6.613976,7.263617
2021-11-30,2021Nov,4.927304,5.708316,4.583916,6.777997,2.043100,3.195437,4.126070,5.214335,13.232069,6.028534,7.582082,,13.683830,6.708845,3.750344,4.808657,8.797029,6.740550,4.713003,7.157053,2.954026,3.617703,2.858279,6.377009,5.768225,7.579843,4.507902,6.526803,7.038197
2021-12-31,2021Dec,4.725171,5.567715,4.641883,6.722319,2.143846,3.046043,4.292393,5.496357,13.056962,6.729342,7.524670,,13.004478,6.715833,3.772292,4.884345,8.827394,7.203494,5.070684,7.404387,3.000232,3.587412,2.925147,6.032386,6.222384,7.413794,4.446217,6.544698,6.937978
2022-01-31,2022Jan,5.271889,5.392494,4.889313,6.504142,2.462616,3.311967,5.067764,5.944386,13.571863,7.502193,7.655443,,14.408994,7.406950,3.693709,4.812914,9.092351,6.578300,4.742332,7.413703,2.909136,3.787554,3.168847,6.049655,6.192776,8.441815,4.470891,6.521093,7.212983
2022-02-28,2022Feb,5.679194,5.284486,4.940205,6.662427,2.686239,3.232971,4.677503,5.537025,13.736323,6.699493,7.537093,,14.042555,7.400160,3.683270,4.700429,8.678783,6.306162,4.682682,7.279780,3.009131,3.686953,3.168090,5.953261,6.057575,7.874507,4.296539,6.365324,7.104727
2022-03-31,2022mar,4.780426,5.354049,4.947952,6.721975,2.292217,2.979207,4.011532,5.540570,13.662950,6.960032,7.355740,,13.013975,7.185759,3.624608,5.011652,8.537504,6.193840,4.496287,7.069519,2.879742,3.489812,2.993695,5.940492,5.764905,8.231306,4.178808,6.225039,6.914750
2022-04-30,2022Apr,4.445597,5.638183,4.930833,6.638582,2.405810,3.176825,3.969573,5.492582,12.936140,6.941079,7.235704,,12.694841,6.719053,3.510048,4.623046,8.238088,5.520529,4.349195,6.770272,2.911144,3.271396,2.716025,5.882416,5.394733,8.165310,4.278083,6.195060,6.746489
2022-05-31,2022May,4.438866,5.651353,4.778014,6.552631,2.371208,2.945984,3.951630,5.830274,12.323070,7.900350,7.141295,,12.882660,6.261613,3.435799,4.364159,7.841434,5.073846,4.223603,6.539159,2.961030,3.220479,2.602351,5.778573,5.350688,8.513642,4.268777,6.109106,6.528829
2022-06-30,2022Jun,3.952615,5.559254,4.270496,7.357521,2.380669,2.880143,3.944900,5.933161,12.210195,6.813781,6.978389,,11.793295,6.089626,3.411462,4.544948,7.843470,5.154319,4.175312,6.561730,2.916064,3.473893,2.603830,5.573905,5.108883,8.644457,4.184203,6.090405,6.417883
2022-07-31,2022Jul,4.335095,5.698227,3.881374,7.401366,2.346353,3.360515,4.723337,5.881927,12.351968,6.601703,7.114599,,11.825414,6.455826,3.501894,4.638131,7.448831,5.728639,4.417416,6.881597,2.914956,3.379853,2.808808,5.582358,5.436293,6.470003,4.214394,6.055813,6.538434
2022-08-31,2022Aug,4.938611,5.687953,3.642232,7.181633,2.565153,3.082922,4.960786,5.635942,12.709786,6.667873,7.641376,,11.988230,6.578830,3.565817,4.646451,7.720341,5.715951,4.513517,6.919078,2.912167,3.713624,2.936608,5.875556,5.314233,6.553617,4.091327,6.003900,6.699832
2022-09-30,2022Sep,4.867709,5.570523,3.513361,5.764605,2.211786,2.927006,4.494383,5.283158,12.960421,6.741531,7.222867,,11.171199,6.395698,3.655075,4.155870,7.917106,5.766364,4.652275,6.836035,2.945294,3.905053,3.030391,6.146462,5.436293,6.507996,3.776889,6.061612,6.627674
2022-10-31,2022Oct,4.267443,5.628722,3.665092,5.589533,2.076861,3.010899,4.464037,5.307085,12.905152,5.778390,7.379529,,11.308054,6.742991,3.691034,4.191651,8.109232,5.962096,4.910290,6.718052,2.919358,3.709059,2.935375,6.160510,5.674566,7.129233,3.602304,6.012126,6.656685
2022-11-30,2022Nov,5.293156,5.628131,3.824655,7.687165,2.727109,2.988275,4.731290,5.387629,12.876466,5.866447,7.289627,,11.898113,6.961117,3.767735,4.160644,7.802365,6.158174,4.917021,6.649615,2.908507,3.525042,2.873936,6.571786,5.832838,6.373777,3.403527,6.024447,6.629587
